image_path,image_prompt,location,coordinates,weather_conditions,collection_date,type_of_driftwood,size,color,texture,environment_type,image_quality,camera_type,additional_notes,augmented,original_image_id,category_label,dominant_species,distance_to_water,time_of_day,temperature,humidity
generated_images/6d345f94-a02d-46a6-a195-6249826f7da7.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 0.43 meter root, beige in color, and has a rough texture. Captured during morning with realistic details.",rocky ocean,"46.6528265, -117.480120",cloudy,2023-03-08,root,0.43,beige,rough,beach,high,action camera,Collection today account religious blood effort. Development add research speak about.,False,,0,algae,21.39,morning,19.9,40.9
generated_images/ef6cc5fe-d18f-4b36-a212-a5bb82066bb7.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.76 meter log, dark brown in color, and has a mossy texture. Captured during morning with realistic details.",forest with moss,"70.2987235, -26.371344",cloudy,2023-03-01,log,2.76,dark brown,mossy,riverbank,high,action camera,Address behavior ten plant subject president. They involve suggest president.,True,,1,pine trees,24.02,morning,24.6,82.8
generated_images/1a911783-68a7-4711-8040-5f19f3c54531.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under windy weather conditions. The driftwood is a 2.22 meter log, dark brown in color, and has a mossy texture. Captured during morning with realistic details.",sandy beach,"16.638641, -44.970790",windy,2023-05-07,log,2.22,dark brown,mossy,beach,high,action camera,Half decade attack. Year art significant character story business.,True,c755735f-e9c7-4691-8d11-4d72467330bf,1,seagulls,9.64,morning,31.2,92.4
generated_images/c5c9697c-7707-492e-a502-cbbb63840f29.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.46 meter log, beige in color, and has a smooth texture. Captured during evening with realistic details.",riverbank,"75.5483235, 120.557655",cloudy,2023-09-23,log,2.46,beige,smooth,beach,high,DSLR,Sense place along tell site look less mother. Low pretty safe tough. Answer girl anything.,False,6b83b7ce-5d0d-46d9-b916-bd85ab1b8e46,2,pine trees,27.26,evening,33.3,87.7
generated_images/0daf53d7-c033-4d39-a824-9525ac72579a.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.32 meter root, dark brown in color, and has a smooth texture. Captured during afternoon with realistic details.",sandy beach,"83.820682, 176.563338",sunny,2024-01-27,root,2.32,dark brown,smooth,riverbank,high,action camera,Listen movement fast middle especially soldier each. Matter head have tough budget two.,True,,2,algae,40.5,afternoon,26.3,87.6
generated_images/3c2d16ee-24e3-44f1-93cb-4d1034ccd065.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under sunny weather conditions. The driftwood is a 1.26 meter root, beige in color, and has a mossy texture. Captured during night with realistic details.",forest with moss,"33.6865815, -127.384212",sunny,2024-07-19,root,1.26,beige,mossy,riverbank,high,smartphone,Station media later land long. Every know early show let here suffer. Group best risk draw.,True,39a68206-6d41-4baa-af75-073a22b6a5b7,0,crabs,26.75,night,30.3,74.9
generated_images/1a5fbba7-8ae7-4050-93b7-f0488ecba3d2.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.11 meter log, gray in color, and has a mossy texture. Captured during afternoon with realistic details.",sandy beach,"-34.1244175, 168.249907",windy,2024-10-03,log,0.11,gray,mossy,beach,high,smartphone,Because letter effort share total. Kind movement tough one soldier great religious firm.,True,79d15d57-5035-468b-9055-19678ab4c92d,1,algae,9.06,afternoon,13.7,57.3
generated_images/92a245c8-c570-46f4-a678-24c22e2d057a.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under windy weather conditions. The driftwood is a 2.94 meter branch, brown in color, and has a mossy texture. Captured during night with realistic details.",forest with moss,"7.6138945, 46.940639",windy,2025-01-09,branch,2.94,brown,mossy,riverbank,high,smartphone,Should unit hear expert everyone be. Goal born involve or. Sense deep month many event.,True,32d69a86-b662-42ce-98db-761c7a7dc9e1,0,crabs,42.75,night,28.6,72.8
generated_images/071a76a6-00b0-4100-b154-0b00b5eb5b07.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under rainy weather conditions. The driftwood is a 0.63 meter root, beige in color, and has a smooth texture. Captured during morning with realistic details.",forest with moss,"43.334261, -127.291650",rainy,2024-02-08,root,0.63,beige,smooth,forest,high,action camera,No true large fill very organization. Forward sea reason itself such fish tonight indicate.,False,,0,algae,24.44,morning,16.4,78.1
generated_images/f588928d-1634-43d7-a9f0-26aa0ba13cf1.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 0.73 meter branch, gray in color, and has a mossy texture. Captured during night with realistic details.",sandy beach,"-25.6700155, 17.785676",sunny,2023-05-17,branch,0.73,gray,mossy,forest,high,DSLR,Expert staff environmental. Event role energy wrong.,True,dd487d7f-df00-430e-b837-a72ae41de3fe,2,crabs,41.49,night,30.2,82.2
generated_images/65c685d9-ee9e-4aa8-b16b-910389161f33.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under rainy weather conditions. The driftwood is a 0.13 meter log, beige in color, and has a rough texture. Captured during night with realistic details.",rocky ocean,"-88.9423975, -6.356725",rainy,2024-05-09,log,0.13,beige,rough,riverbank,high,smartphone,Less consider color kitchen front foreign. Land animal table training rock live free.,False,a4d5ccf9-c169-4b2f-a7e3-a1dffc759cf6,0,algae,16.66,night,17.8,57.0
generated_images/7b99a91b-eec8-4473-ba6e-df8c6e7e5ad4.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.24 meter root, brown in color, and has a smooth texture. Captured during morning with realistic details.",sandy beach,"-20.273804, 137.297984",windy,2024-01-15,root,0.24,brown,smooth,forest,high,DSLR,Nearly let hair central difference. Bar hour your sort hospital. Person oil south minute strong.,True,01d07dc2-a48f-4b99-bda5-4bf9acaa9f35,2,pine trees,31.5,morning,12.1,89.7
generated_images/914b0676-261a-45f4-9428-d39257f5ebaa.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under rainy weather conditions. The driftwood is a 2.63 meter branch, gray in color, and has a smooth texture. Captured during night with realistic details.",sandy beach,"69.429089, -22.941746",rainy,2024-07-10,branch,2.63,gray,smooth,beach,high,DSLR,Entire agent Mrs member against. Task worry term ahead my upon why.,False,,1,algae,26.36,night,25.2,66.8
generated_images/5f88aabe-a061-4878-8065-6b0e7d2b1c4a.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.4 meter log, brown in color, and has a rough texture. Captured during night with realistic details.",sandy beach,"60.7239775, 82.972962",sunny,2023-10-05,log,2.4,brown,rough,riverbank,high,DSLR,Cover such food include. Show table issue heart produce why week deep.,False,,1,algae,37.14,night,10.9,79.1
generated_images/54abbf6f-9c34-4f85-9472-de9d357a60a5.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under sunny weather conditions. The driftwood is a 1.15 meter branch, gray in color, and has a smooth texture. Captured during night with realistic details.",rocky ocean,"-80.560047, 14.686463",sunny,2025-01-10,branch,1.15,gray,smooth,riverbank,high,smartphone,Old point fly never. Join station teacher language station.,True,0de716b0-c7ff-409a-9922-8b49d0b6f102,0,pine trees,4.87,night,24.4,62.3
generated_images/5befc253-bb64-4889-b340-04536f112bb0.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under rainy weather conditions. The driftwood is a 1.1 meter branch, gray in color, and has a smooth texture. Captured during afternoon with realistic details.",rocky ocean,"31.600813, 2.743023",rainy,2023-10-11,branch,1.1,gray,smooth,beach,high,DSLR,Room against such affect color. Career push similar loss.,True,,2,pine trees,10.21,afternoon,14.5,50.8
generated_images/6fda80be-e397-4273-aaa3-0e8ff5ecbd36.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 1.17 meter branch, brown in color, and has a rough texture. Captured during morning with realistic details.",sandy beach,"25.5515155, 83.263308",cloudy,2023-12-27,branch,1.17,brown,rough,forest,high,action camera,Various sit human left range.,True,,2,seagulls,49.11,morning,31.0,49.0
generated_images/4f14ca1d-ea95-4c09-93b8-5369944c0efb.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under rainy weather conditions. The driftwood is a 1.42 meter log, beige in color, and has a rough texture. Captured during morning with realistic details.",riverbank,"-14.4347355, 139.562645",rainy,2024-08-29,log,1.42,beige,rough,riverbank,high,DSLR,Money various brother truth care realize shoulder phone. Well human second teach TV herself.,True,ec4c0d1b-07a4-48d5-9dc0-bd8ab84782ab,0,seagulls,38.29,morning,20.0,46.1
generated_images/812f04dc-0d2b-47ba-8df0-d962a607778c.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.12 meter root, gray in color, and has a rough texture. Captured during afternoon with realistic details.",sandy beach,"67.936619, 130.168825",sunny,2023-03-25,root,2.12,gray,rough,riverbank,high,DSLR,Sign city exist all nation never. Fear decade available usually.,False,,2,crabs,16.8,afternoon,30.7,77.9
generated_images/f639c393-eaf6-440d-b495-a728b1cd4e58.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.31 meter log, gray in color, and has a mossy texture. Captured during morning with realistic details.",riverbank,"50.831959, 147.190197",windy,2024-07-05,log,0.31,gray,mossy,riverbank,high,DSLR,Involve really in world. Issue bring return movie decade similar.,True,,0,seagulls,25.54,morning,23.3,72.6
generated_images/953490cd-9cdb-4325-afbe-8b3cce2fd795.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under sunny weather conditions. The driftwood is a 1.44 meter log, beige in color, and has a mossy texture. Captured during night with realistic details.",riverbank,"72.3315455, -98.943311",sunny,2023-09-28,log,1.44,beige,mossy,beach,high,action camera,Two forward benefit building. Form lawyer responsibility experience arrive.,True,0f2a142c-851e-4832-84a3-bed98a131fe6,2,crabs,12.58,night,13.0,73.7
generated_images/4092caac-cd8f-4d0d-a6e4-8ff6cce7cec9.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under windy weather conditions. The driftwood is a 1.51 meter branch, dark brown in color, and has a smooth texture. Captured during morning with realistic details.",forest with moss,"-75.4382545, 166.460560",windy,2024-01-07,branch,1.51,dark brown,smooth,beach,high,DSLR,Consumer notice daughter commercial turn dog spring.,False,4b79bb7f-7d85-4361-9767-c47a5f02c8fc,1,algae,19.59,morning,20.1,69.3
generated_images/a62a5961-8960-4988-a57d-672bb498cda2.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 0.71 meter branch, beige in color, and has a mossy texture. Captured during morning with realistic details.",rocky ocean,"-82.3002045, 139.258286",cloudy,2024-02-12,branch,0.71,beige,mossy,riverbank,high,action camera,Arrive enough leave trial up candidate. Hair so evening. Once something we eight behind.,True,,1,seagulls,15.03,morning,32.2,77.4
generated_images/e26e3507-ff79-429e-aeb8-6fcf6b12f677.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.43 meter log, beige in color, and has a rough texture. Captured during evening with realistic details.",rocky ocean,"-74.533796, -56.241531",sunny,2023-05-12,log,2.43,beige,rough,riverbank,high,action camera,High nearly agent yeah attack watch growth. A away action inside.,False,93258d6d-94a8-4d68-9b4f-deded751ac95,0,pine trees,30.53,evening,14.7,55.6
generated_images/d8704376-8e58-4671-bcd2-891c449ca254.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.2 meter root, dark brown in color, and has a rough texture. Captured during morning with realistic details.",sandy beach,"-59.593539, 85.805459",sunny,2024-05-26,root,2.2,dark brown,rough,forest,high,action camera,Suddenly bill here build. Item style career reason politics fear sister.,False,,0,pine trees,5.69,morning,20.6,68.7
generated_images/dba283e6-ed94-4dff-be66-36c02555e27a.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under rainy weather conditions. The driftwood is a 2.34 meter root, gray in color, and has a rough texture. Captured during evening with realistic details.",sandy beach,"74.940783, 43.694670",rainy,2023-08-23,root,2.34,gray,rough,beach,high,DSLR,Should discover turn conference stock. Total structure record. Article father which education.,True,,2,pine trees,10.07,evening,19.8,62.6
generated_images/422da51a-9b61-454e-8e9e-a67c999f8593.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under rainy weather conditions. The driftwood is a 2.53 meter root, beige in color, and has a rough texture. Captured during evening with realistic details.",forest with moss,"73.015990, 158.588602",rainy,2024-01-26,root,2.53,beige,rough,riverbank,high,action camera,Enjoy sure how response time. Goal threat must plant trial.,False,,1,pine trees,31.26,evening,21.6,84.0
generated_images/a368bea2-880f-4e9a-8524-1ede90103f12.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under rainy weather conditions. The driftwood is a 1.3 meter log, dark brown in color, and has a mossy texture. Captured during evening with realistic details.",rocky ocean,"38.248684, -44.195366",rainy,2023-12-22,log,1.3,dark brown,mossy,forest,high,DSLR,Hundred ago history notice soon available hour. Process push suddenly product.,False,1d20439f-5924-463a-ae18-646a5abdc95f,0,seagulls,10.07,evening,23.8,89.7
generated_images/ed3d6d60-91b3-4482-b74f-841553a119cb.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.54 meter branch, gray in color, and has a smooth texture. Captured during afternoon with realistic details.",sandy beach,"-14.197813, 11.234175",windy,2024-09-07,branch,0.54,gray,smooth,forest,high,action camera,Fill list become better field consumer entire. Industry leg purpose adult know.,False,,1,crabs,6.79,afternoon,22.0,49.2
generated_images/ae43955f-b917-45e5-945f-b581c9dc3430.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under windy weather conditions. The driftwood is a 1.81 meter branch, beige in color, and has a mossy texture. Captured during night with realistic details.",rocky ocean,"31.7451145, -108.387760",windy,2024-06-12,branch,1.81,beige,mossy,beach,high,DSLR,Pull three total weight. Think nor decision ground say.,True,,1,seagulls,1.18,night,16.8,43.7
generated_images/b6ba349d-1cb4-4b6f-bdb0-f4d20744cd72.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.96 meter branch, gray in color, and has a rough texture. Captured during morning with realistic details.",sandy beach,"89.3371125, 11.658524",windy,2024-01-30,branch,0.96,gray,rough,beach,high,smartphone,"Sister be feeling new police newspaper.
Value discover Congress leader.",False,e37aa9b1-8b36-4a94-857d-bddb25e5274e,1,algae,25.34,morning,11.2,37.5
generated_images/a45750fc-616f-47c0-99c5-f5cf6755de17.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under rainy weather conditions. The driftwood is a 0.59 meter branch, gray in color, and has a mossy texture. Captured during morning with realistic details.",forest with moss,"18.694863, 12.849044",rainy,2024-08-04,branch,0.59,gray,mossy,forest,high,DSLR,Once stock young news such. Start exactly popular fine.,True,,2,algae,49.37,morning,11.2,98.8
generated_images/183a2018-df61-4151-a24c-101cba65d250.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under windy weather conditions. The driftwood is a 0.78 meter branch, beige in color, and has a mossy texture. Captured during morning with realistic details.",riverbank,"16.7863345, 33.661781",windy,2024-12-01,branch,0.78,beige,mossy,beach,high,DSLR,Growth major fine southern.,True,,0,crabs,47.65,morning,30.7,34.8
generated_images/bdc4fadd-231e-408b-ba61-9cae352ff294.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under rainy weather conditions. The driftwood is a 0.79 meter branch, beige in color, and has a rough texture. Captured during morning with realistic details.",riverbank,"59.672308, -132.102643",rainy,2023-03-19,branch,0.79,beige,rough,riverbank,high,smartphone,Impact watch thing wonder. Pick sing response police fall or. Table different situation cultural.,False,a3ab927f-e928-436d-be80-22bcbf5fdbc9,1,crabs,35.21,morning,13.5,38.1
generated_images/66b9a5ff-11a3-458d-b9a0-2fe4ee2a023e.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.85 meter log, dark brown in color, and has a smooth texture. Captured during afternoon with realistic details.",rocky ocean,"42.950080, -118.799421",cloudy,2024-08-05,log,2.85,dark brown,smooth,riverbank,high,action camera,Indicate audience gun area stuff party whether. History position create future effect store into.,False,,2,seagulls,47.14,afternoon,29.0,88.9
generated_images/4fe7552d-f2ab-4dcf-85b6-80ca0aaca1a8.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.14 meter log, beige in color, and has a rough texture. Captured during evening with realistic details.",riverbank,"-71.123194, -8.907559",cloudy,2024-07-24,log,2.14,beige,rough,forest,high,DSLR,Way media avoid people. Speak many wide. Among east raise police.,False,40c9b6fa-69d0-45ec-9858-f40fd4b61fc4,0,algae,21.34,evening,30.1,44.5
generated_images/2d1e732a-37a6-470a-8717-87f0f8d8ef60.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under windy weather conditions. The driftwood is a 1.99 meter branch, beige in color, and has a rough texture. Captured during morning with realistic details.",rocky ocean,"30.918772, -133.852583",windy,2023-06-08,branch,1.99,beige,rough,beach,high,action camera,Couple best magazine discover. She note yeah. Girl serious dark training name.,False,,2,pine trees,16.1,morning,27.1,33.0
generated_images/28c0bcb6-279a-4646-ba71-e953c590efd4.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 1.7 meter root, beige in color, and has a mossy texture. Captured during evening with realistic details.",rocky ocean,"76.6128005, 122.490488",cloudy,2023-07-17,root,1.7,beige,mossy,forest,high,DSLR,Positive study above. Break nation from imagine tend.,True,,1,pine trees,20.33,evening,29.7,96.6
generated_images/5381737c-a7a5-4e84-b112-8fb1b4f8fc81.jpg,"A high-quality image of driftwood on a forest with moss, surrounded by natural elements, under sunny weather conditions. The driftwood is a 1.62 meter log, beige in color, and has a smooth texture. Captured during evening with realistic details.",forest with moss,"31.433034, 93.066661",sunny,2023-07-02,log,1.62,beige,smooth,forest,high,DSLR,Simple nation value born. Agree grow oil TV listen difference forget manage.,True,,0,pine trees,45.51,evening,34.0,85.6
generated_images/34863764-42aa-4e8c-89b1-1146800ddea2.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.23 meter root, gray in color, and has a mossy texture. Captured during evening with realistic details.",rocky ocean,"72.0093005, 87.542931",sunny,2024-02-13,root,2.23,gray,mossy,beach,high,action camera,Ahead list clear six we. Property performance onto deal.,True,,2,crabs,39.03,evening,34.1,44.4
generated_images/90ed1c89-40ec-4442-8c9c-03e0b95baf82.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 1.56 meter branch, dark brown in color, and has a rough texture. Captured during night with realistic details.",sandy beach,"-27.0753935, 95.506021",sunny,2023-04-02,branch,1.56,dark brown,rough,beach,high,action camera,Couple TV for let. Together meeting have Republican gas. Staff black your officer ask.,False,,2,seagulls,38.93,night,12.5,49.2
generated_images/2a402cf3-b96c-43a7-a402-e316ad806ef4.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under rainy weather conditions. The driftwood is a 0.62 meter root, beige in color, and has a rough texture. Captured during evening with realistic details.",rocky ocean,"-67.063206, 89.536397",rainy,2023-05-28,root,0.62,beige,rough,beach,high,DSLR,Guy total language case born national behavior. Probably single range suffer game.,True,7816fc30-90cb-4b5d-809c-53c20bcdd528,1,pine trees,37.92,evening,27.0,69.2
generated_images/6413cb85-e15a-4ae4-a2b8-584998bb2967.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.29 meter log, gray in color, and has a smooth texture. Captured during evening with realistic details.",riverbank,"49.5627835, 58.851019",cloudy,2024-11-16,log,2.29,gray,smooth,forest,high,action camera,White father if join human himself. Bit dinner indicate customer which sister today commercial.,True,,2,pine trees,48.64,evening,27.9,60.4
generated_images/6699618f-a6f0-4f21-9b21-9c155acb9e79.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under windy weather conditions. The driftwood is a 1.8 meter branch, beige in color, and has a smooth texture. Captured during night with realistic details.",rocky ocean,"41.9315335, 179.470219",windy,2023-12-23,branch,1.8,beige,smooth,forest,high,DSLR,Your occur skin dog particularly. Red end that never age travel fact.,True,,2,crabs,11.75,night,22.0,88.7
generated_images/63f9e47f-770e-427d-b74f-ed000d9f4698.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under sunny weather conditions. The driftwood is a 0.71 meter branch, brown in color, and has a rough texture. Captured during morning with realistic details.",rocky ocean,"4.269103, -3.867728",sunny,2023-06-30,branch,0.71,brown,rough,forest,high,DSLR,Prove decision poor health thus institution worker. Job blue doctor I strong.,False,,1,crabs,22.29,morning,29.2,74.3
generated_images/d23fc86d-76ea-4f7e-b0db-29c380c94653.jpg,"A high-quality image of driftwood on a rocky ocean, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 2.3 meter branch, gray in color, and has a rough texture. Captured during morning with realistic details.",rocky ocean,"-19.660163, 34.275468",cloudy,2024-03-06,branch,2.3,gray,rough,beach,high,smartphone,Magazine interview particular teach however way capital. Save east design dog pick national.,True,a45d5465-5652-49ef-b0f5-6cf2cf1ec979,2,crabs,43.74,morning,19.7,76.9
generated_images/5d24420e-6a61-4a0b-9d41-655ec5f0895d.jpg,"A high-quality image of driftwood on a riverbank, surrounded by natural elements, under sunny weather conditions. The driftwood is a 2.3 meter branch, dark brown in color, and has a rough texture. Captured during evening with realistic details.",riverbank,"87.909413, -102.582633",sunny,2023-12-28,branch,2.3,dark brown,rough,beach,high,smartphone,Director just security cut radio. Open training capital best.,False,,2,algae,3.69,evening,14.0,43.6
generated_images/737a0aa1-99dc-4c7a-84e7-be1e3b0c79d9.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under cloudy weather conditions. The driftwood is a 1.1 meter log, dark brown in color, and has a mossy texture. Captured during morning with realistic details.",sandy beach,"17.8061225, -99.459776",cloudy,2023-12-21,log,1.1,dark brown,mossy,beach,high,smartphone,Today common term far meet argue. Fine traditional whose more. Spend some join news Democrat.,True,,0,pine trees,17.8,morning,22.4,95.9
generated_images/a262dec9-4aac-4c5c-8fbf-cf1e62d2417d.jpg,"A high-quality image of driftwood on a sandy beach, surrounded by natural elements, under sunny weather conditions. The driftwood is a 0.8 meter root, gray in color, and has a mossy texture. Captured during morning with realistic details.",sandy beach,"17.6476155, -80.009450",sunny,2023-08-23,root,0.8,gray,mossy,beach,high,DSLR,Mr he break allow thousand woman. Need behind amount then center.,True,,0,pine trees,20.23,morning,23.3,56.1
